sku_id,name,pair_sku_id,side,arm_type,is_boxed,length_cm,width_cm,height_cm,weight_kg,unit_volume_l,effective_volume_l,rotation,effective_rotation,sales_median_6m,target_stock_qty,batch_weight_kg,batch_volume_l
SKU-2244-RH,Важіль straight_link RH (R3),SKU-2244-LH,RH,straight_link,False,28.8,4.8,4.9,0.64,0.68,0.19,R3,R3,16.0,24,15.4,4.6
SKU-2245-LH,Важіль a_shaped LH (R3),SKU-2245-RH,LH,a_shaped,False,38.4,41.5,14.6,6.43,23.27,12.1,R3,R3,9.8,15,96.4,181.5
SKU-2245-RH,Важіль a_shaped RH (R3),SKU-2245-LH,RH,a_shaped,False,38.4,41.5,14.6,6.43,23.27,12.1,R3,R3,9.9,15,96.4,181.5
SKU-2246-LH,Важіль straight_link LH (R3),SKU-2246-RH,LH,straight_link,False,20.5,6.7,5.2,0.58,0.71,0.2,R3,R3,11.6,18,10.4,3.6
SKU-2246-RH,Важіль straight_link RH (R3),SKU-2246-LH,RH,straight_link,False,20.5,6.7,5.2,0.58,0.71,0.2,R3,R3,11.3,17,9.9,3.4
SKU-2247-LH,Важіль a_shaped LH (R3),SKU-2247-RH,LH,a_shaped,False,51.9,32.4,11.9,4.77,20.01,10.41,R3,R3,11.3,17,81.1,177.0
SKU-2247-RH,Важіль a_shaped RH (R3),SKU-2247-LH,RH,a_shaped,False,51.9,32.4,11.9,4.77,20.01,10.41,R3,R3,11.5,18,85.9,187.4
SKU-2248-LH,Важіль a_shaped LH (R3),SKU-2248-RH,LH,a_shaped,False,48.3,27.4,8.7,5.21,11.51,5.99,R3,R3,8.0,12,62.5,71.9
SKU-2248-RH,Важіль a_shaped RH (R3),SKU-2248-LH,RH,a_shaped,False,48.3,27.4,8.7,5.21,11.51,5.99,R3,R3,8.2,13,67.7,77.9
SKU-2249-LH,Важіль curved LH (R3),SKU-2249-RH,LH,curved,True,30.2,16.2,8.4,3.27,4.11,4.32,R3,R3,13.1,20,65.4,86.4
SKU-2249-RH,Важіль curved RH (R3),SKU-2249-LH,RH,curved,True,30.2,16.2,8.4,3.27,4.11,4.32,R3,R3,13.6,21,68.7,90.7
SKU-2250-LH,Важіль curved LH (R3),SKU-2250-RH,LH,curved,False,29.2,11.6,9.1,2.61,3.08,1.29,R3,R3,14.6,22,57.4,28.4
SKU-2250-RH,Важіль curved RH (R3),SKU-2250-LH,RH,curved,False,29.2,11.6,9.1,2.61,3.08,1.29,R3,R3,14.5,22,57.4,28.4
SKU-2251-LH,Важіль curved LH (R3),SKU-2251-RH,LH,curved,False,34.5,11.4,10.0,2.05,3.93,1.65,R3,R3,14.7,23,47.1,37.9
SKU-2251-RH,Важіль curved RH (R3),SKU-2251-LH,RH,curved,False,34.5,11.4,10.0,2.05,3.93,1.65,R3,R3,14.4,22,45.1,36.3
SKU-2252-LH,Важіль curved LH (R3),SKU-2252-RH,LH,curved,False,33.4,14.4,7.1,2.75,3.41,1.43,R3,R3,14.2,22,60.5,31.5
SKU-2252-RH,Важіль curved RH (R3),SKU-2252-LH,RH,curved,False,33.4,14.4,7.1,2.75,3.41,1.43,R3,R3,13.7,21,57.8,30.0
SKU-2253-LH,Важіль a_shaped LH (R3),SKU-2253-RH,LH,a_shaped,False,48.7,33.6,11.3,6.07,18.49,9.61,R3,R3,13.2,20,121.4,192.2
SKU-2253-RH,Важіль a_shaped RH (R3),SKU-2253-LH,RH,a_shaped,False,48.7,33.6,11.3,6.07,18.49,9.61,R3,R3,13.7,21,127.5,201.8
SKU-2254-LH,Важіль a_shaped LH (R3),SKU-2254-RH,LH,a_shaped,False,51.9,27.9,7.1,6.45,10.28,5.35,R3,R3,10.1,16,103.2,85.6
SKU-2254-RH,Важіль a_shaped RH (R3),SKU-2254-LH,RH,a_shaped,False,51.9,27.9,7.1,6.45,10.28,5.35,R3,R3,10.2,16,103.2,85.6
SKU-2255-LH,Важіль trailing LH (R3),SKU-2255-RH,LH,trailing,False,77.8,7.5,7.8,2.34,4.55,1.73,R3,R3,11.6,18,42.1,31.1
SKU-2255-RH,Важіль trailing RH (R3),SKU-2255-LH,RH,trailing,False,77.8,7.5,7.8,2.34,4.55,1.73,R3,R3,11.1,17,39.8,29.4
SKU-2256-LH,Важіль a_shaped LH (R3),SKU-2256-RH,LH,a_shaped,False,44.1,36.3,14.8,3.78,23.69,12.32,R3,R3,13.0,20,75.6,246.4
SKU-2256-RH,Важіль a_shaped RH (R3),SKU-2256-LH,RH,a_shaped,False,44.1,36.3,14.8,3.78,23.69,12.32,R3,R3,12.6,19,71.8,234.1
SKU-2257-LH,Важіль curved LH (R3),SKU-2257-RH,LH,curved,True,35.0,14.0,5.9,3.13,2.89,3.03,R3,R3,12.6,19,59.5,57.6
SKU-2257-RH,Важіль curved RH (R3),SKU-2257-LH,RH,curved,True,35.0,14.0,5.9,3.13,2.89,3.03,R3,R3,12.5,19,59.5,57.6
SKU-2258-LH,Важіль trailing LH (R3),SKU-2258-RH,LH,trailing,False,52.1,8.1,5.8,4.01,2.45,0.93,R3,R3,9.2,14,56.1,13.0
SKU-2258-RH,Важіль trailing RH (R3),SKU-2258-LH,RH,trailing,False,52.1,8.1,5.8,4.01,2.45,0.93,R3,R3,9.4,15,60.1,14.0
SKU-2259-LH,Важіль curved LH (R3),SKU-2259-RH,LH,curved,False,29.4,17.2,5.5,1.7,2.78,1.17,R3,R3,11.2,17,28.9,19.9
SKU-2259-RH,Важіль curved RH (R3),SKU-2259-LH,RH,curved,False,29.4,17.2,5.5,1.7,2.78,1.17,R3,R3,11.0,17,28.9,19.9
SKU-2260-LH,Важіль straight_link LH (R3),SKU-2260-RH,LH,straight_link,False,25.9,5.3,7.3,0.45,1.0,0.28,R3,R3,13.8,21,9.5,5.9
SKU-2260-RH,Важіль straight_link RH (R3),SKU-2260-LH,RH,straight_link,False,25.9,5.3,7.3,0.45,1.0,0.28,R3,R3,13.7,21,9.5,5.9
SKU-2261-LH,Важіль straight_link LH (R3),SKU-2261-RH,LH,straight_link,False,22.1,6.5,4.3,1.21,0.62,0.17,R3,R3,14.0,21,25.4,3.6
SKU-2261-RH,Важіль straight_link RH (R3),SKU-2261-LH,RH,straight_link,False,22.1,6.5,4.3,1.21,0.62,0.17,R3,R3,13.3,20,24.2,3.4
SKU-2262-LH,Важіль straight_link LH (R3),SKU-2262-RH,LH,straight_link,False,27.5,6.9,4.1,0.42,0.78,0.22,R3,R3,10.7,17,7.1,3.7
SKU-2262-RH,Важіль straight_link RH (R3),SKU-2262-LH,RH,straight_link,False,27.5,6.9,4.1,0.42,0.78,0.22,R3,R3,11.0,17,7.1,3.7
SKU-2263-LH,Важіль a_shaped LH (R3),SKU-2263-RH,LH,a_shaped,False,42.3,39.5,7.0,4.14,11.7,6.08,R3,R3,8.1,13,53.8,79.0
SKU-2263-RH,Важіль a_shaped RH (R3),SKU-2263-LH,RH,a_shaped,False,42.3,39.5,7.0,4.14,11.7,6.08,R3,R3,8.5,13,53.8,79.0
SKU-2264-LH,Важіль trailing LH (R3),SKU-2264-RH,LH,trailing,False,67.8,8.3,8.8,2.36,4.95,1.88,R3,R3,9.3,14,33.0,26.3
SKU-2264-RH,Важіль trailing RH (R3),SKU-2264-LH,RH,trailing,False,67.8,8.3,8.8,2.36,4.95,1.88,R3,R3,9.6,15,35.4,28.2
SKU-2265-LH,Важіль a_shaped LH (R3),SKU-2265-RH,LH,a_shaped,False,49.9,35.7,11.9,5.3,21.2,11.02,R3,R3,8.7,14,74.2,154.3
SKU-2265-RH,Важіль a_shaped RH (R3),SKU-2265-LH,RH,a_shaped,False,49.9,35.7,11.9,5.3,21.2,11.02,R3,R3,9.1,14,74.2,154.3
SKU-2266-LH,Важіль curved LH (R3),SKU-2266-RH,LH,curved,False,40.3,19.9,5.6,2.01,4.49,1.89,R3,R3,7.9,12,24.1,22.7
SKU-2266-RH,Важіль curved RH (R3),SKU-2266-LH,RH,curved,False,40.3,19.9,5.6,2.01,4.49,1.89,R3,R3,7.8,12,24.1,22.7
SKU-2267-LH,Важіль straight_link LH (R3),SKU-2267-RH,LH,straight_link,False,27.5,7.1,6.6,1.34,1.29,0.36,R3,R3,8.1,13,17.4,4.7
SKU-2267-RH,Важіль straight_link RH (R3),SKU-2267-LH,RH,straight_link,False,27.5,7.1,6.6,1.34,1.29,0.36,R3,R3,8.5,13,17.4,4.7
SKU-2268-LH,Важіль straight_link LH (R3),SKU-2268-RH,LH,straight_link,False,21.5,5.2,4.9,0.91,0.55,0.15,R3,R3,11.5,18,16.4,2.7
SKU-2268-RH,Важіль straight_link RH (R3),SKU-2268-LH,RH,straight_link,False,21.5,5.2,4.9,0.91,0.55,0.15,R3,R3,11.7,18,16.4,2.7
SKU-2269-LH,Важіль trailing LH (R3),SKU-2269-RH,LH,trailing,False,58.5,6.8,6.4,3.66,2.55,0.97,R3,R3,14.2,22,80.5,21.3
SKU-2269-RH,Важіль trailing RH (R3),SKU-2269-LH,RH,trailing,False,58.5,6.8,6.4,3.66,2.55,0.97,R3,R3,13.8,21,76.9,20.4
SKU-2270-LH,Важіль trailing LH (R3),SKU-2270-RH,LH,trailing,False,66.8,8.4,7.2,3.13,4.04,1.54,R3,R3,12.7,20,62.6,30.8
SKU-2270-RH,Важіль trailing RH (R3),SKU-2270-LH,RH,trailing,False,66.8,8.4,7.2,3.13,4.04,1.54,R3,R3,12.1,19,59.5,29.3
SKU-2271-LH,Важіль curved LH (R3),SKU-2271-RH,LH,curved,False,28.2,10.8,10.9,3.32,3.32,1.39,R3,R3,8.4,13,43.2,18.1
SKU-2271-RH,Важіль curved RH (R3),SKU-2271-LH,RH,curved,False,28.2,10.8,10.9,3.32,3.32,1.39,R3,R3,8.3,13,43.2,18.1
SKU-2272-LH,Важіль straight_link LH (R3),SKU-2272-RH,LH,straight_link,False,29.6,7.3,6.2,0.75,1.34,0.38,R3,R3,12.6,19,14.2,7.2
SKU-2272-RH,Важіль straight_link RH (R3),SKU-2272-LH,RH,straight_link,False,29.6,7.3,6.2,0.75,1.34,0.38,R3,R3,13.2,20,15.0,7.6
SKU-2273-LH,Важіль trailing LH (R3),SKU-2273-RH,LH,trailing,False,66.5,7.6,6.2,2.17,3.13,1.19,R3,R3,14.5,22,47.7,26.2
SKU-2273-RH,Важіль trailing RH (R3),SKU-2273-LH,RH,trailing,False,66.5,7.6,6.2,2.17,3.13,1.19,R3,R3,14.3,22,47.7,26.2
SKU-2274-LH,Важіль trailing LH (R3),SKU-2274-RH,LH,trailing,False,73.3,6.6,8.4,3.98,4.06,1.54,R3,R3,15.4,24,95.5,37.0
SKU-2274-RH,Важіль trailing RH (R3),SKU-2274-LH,RH,trailing,False,73.3,6.6,8.4,3.98,4.06,1.54,R3,R3,15.2,23,91.5,35.4
SKU-2275-LH,Важіль trailing LH (R3),SKU-2275-RH,LH,trailing,False,60.7,6.9,7.4,3.1,3.1,1.18,R3,R3,14.4,22,68.2,26.0
SKU-2275-RH,Важіль trailing RH (R3),SKU-2275-LH,RH,trailing,False,60.7,6.9,7.4,3.1,3.1,1.18,R3,R3,15.1,23,71.3,27.1
SKU-2276-LH,Важіль trailing LH (R3),SKU-2276-RH,LH,trailing,False,71.7,10.4,7.9,4.05,5.89,2.24,R3,R3,10.7,17,68.8,38.1
SKU-2276-RH,Важіль trailing RH (R3),SKU-2276-LH,RH,trailing,False,71.7,10.4,7.9,4.05,5.89,2.24,R3,R3,10.2,16,64.8,35.8
SKU-2277-LH,Важіль curved LH (R3),SKU-2277-RH,LH,curved,True,29.8,11.2,6.6,1.92,2.2,2.31,R3,R3,8.5,13,25.0,30.0
SKU-2277-RH,Важіль curved RH (R3),SKU-2277-LH,RH,curved,True,29.8,11.2,6.6,1.92,2.2,2.31,R3,R3,7.9,12,23.0,27.7
SKU-2278-LH,Важіль a_shaped LH (R3),SKU-2278-RH,LH,a_shaped,False,38.4,40.6,14.1,5.69,21.98,11.43,R3,R3,12.8,20,113.8,228.6
SKU-2278-RH,Важіль a_shaped RH (R3),SKU-2278-LH,RH,a_shaped,False,38.4,40.6,14.1,5.69,21.98,11.43,R3,R3,13.9,21,119.5,240.0
SKU-2279-LH,Важіль curved LH (R3),SKU-2279-RH,LH,curved,False,40.3,17.9,7.1,3.21,5.12,2.15,R3,R3,10.4,16,51.4,34.4
SKU-2279-RH,Важіль curved RH (R3),SKU-2279-LH,RH,curved,False,40.3,17.9,7.1,3.21,5.12,2.15,R3,R3,10.0,15,48.1,32.2
SKU-2280-LH,Важіль straight_link LH (R3),SKU-2280-RH,LH,straight_link,False,20.0,4.8,6.0,1.16,0.58,0.16,R3,R3,12.7,20,23.2,3.2
SKU-2280-RH,Важіль straight_link RH (R3),SKU-2280-LH,RH,straight_link,False,20.0,4.8,6.0,1.16,0.58,0.16,R3,R3,12.4,19,22.0,3.0
SKU-2281-LH,Важіль straight_link LH (R3),SKU-2281-RH,LH,straight_link,False,31.8,6.8,5.6,1.3,1.21,0.34,R3,R3,11.3,17,22.1,5.8
SKU-2281-RH,Важіль straight_link RH (R3),SKU-2281-LH,RH,straight_link,False,31.8,6.8,5.6,1.3,1.21,0.34,R3,R3,11.3,17,22.1,5.8
SKU-2282-LH,Важіль curved LH (R3),SKU-2282-RH,LH,curved,False,38.4,16.3,6.9,2.06,4.32,1.81,R3,R3,8.4,13,26.8,23.5
SKU-2282-RH,Важіль curved RH (R3),SKU-2282-LH,RH,curved,False,38.4,16.3,6.9,2.06,4.32,1.81,R3,R3,8.1,13,26.8,23.5
SKU-2283-LH,Важіль trailing LH (R3),SKU-2283-RH,LH,trailing,False,69.0,9.4,8.0,3.16,5.19,1.97,R3,R3,15.7,24,75.8,47.3
SKU-2283-RH,Важіль trailing RH (R3),SKU-2283-LH,RH,trailing,False,69.0,9.4,8.0,3.16,5.19,1.97,R3,R3,15.5,24,75.8,47.3
SKU-2284-LH,Важіль a_shaped LH (R3),SKU-2284-RH,LH,a_shaped,False,40.9,41.7,9.2,4.25,15.69,8.16,R3,R3,11.1,17,72.2,138.7
SKU-2284-RH,Важіль a_shaped RH (R3),SKU-2284-LH,RH,a_shaped,False,40.9,41.7,9.2,4.25,15.69,8.16,R3,R3,12.0,18,76.5,146.9
SKU-2285-LH,Важіль curved LH (R3),SKU-2285-RH,LH,curved,False,34.9,17.9,8.0,1.66,5.0,2.1,R3,R3,13.1,20,33.2,42.0
SKU-2285-RH,Важіль curved RH (R3),SKU-2285-LH,RH,curved,False,34.9,17.9,8.0,1.66,5.0,2.1,R3,R3,12.8,20,33.2,42.0
SKU-2286-LH,Важіль heavy_integral LH (R3),SKU-2286-RH,LH,heavy_integral,False,57.3,18.2,11.3,7.8,11.78,8.01,R3,R3,15.2,23,179.4,184.2
SKU-2286-RH,Важіль heavy_integral RH (R3),SKU-2286-LH,RH,heavy_integral,False,57.3,18.2,11.3,7.8,11.78,8.01,R3,R3,14.6,22,171.6,176.2
SKU-2287-LH,Важіль a_shaped LH (R3),SKU-2287-RH,LH,a_shaped,False,47.5,29.9,8.3,6.71,11.79,6.13,R3,R3,13.4,21,140.9,128.7
SKU-2287-RH,Важіль a_shaped RH (R3),SKU-2287-LH,RH,a_shaped,False,47.5,29.9,8.3,6.71,11.79,6.13,R3,R3,12.8,20,134.2,122.6
SKU-2288-LH,Важіль trailing LH (R3),SKU-2288-RH,LH,trailing,False,57.8,7.3,7.0,2.77,2.95,1.12,R3,R3,9.2,14,38.8,15.7
SKU-2288-RH,Важіль trailing RH (R3),SKU-2288-LH,RH,trailing,False,57.8,7.3,7.0,2.77,2.95,1.12,R3,R3,9.0,14,38.8,15.7
SKU-2289-LH,Важіль curved LH (R3),SKU-2289-RH,LH,curved,False,33.9,11.1,6.0,1.78,2.26,0.95,R3,R3,12.5,19,33.8,18.1
SKU-2289-RH,Важіль curved RH (R3),SKU-2289-LH,RH,curved,False,33.9,11.1,6.0,1.78,2.26,0.95,R3,R3,13.2,20,35.6,19.0
SKU-2290-LH,Важіль straight_link LH (R3),SKU-2290-RH,LH,straight_link,True,21.5,7.1,6.5,0.47,0.99,1.04,R3,R3,14.6,22,10.3,22.9
SKU-2290-RH,Важіль straight_link RH (R3),SKU-2290-LH,RH,straight_link,True,21.5,7.1,6.5,0.47,0.99,1.04,R3,R3,15.0,23,10.8,23.9
SKU-2291-LH,Важіль trailing LH (R3),SKU-2291-RH,LH,trailing,False,69.7,11.0,5.9,3.41,4.52,1.72,R3,R3,11.3,17,58.0,29.2
SKU-2291-RH,Важіль trailing RH (R3),SKU-2291-LH,RH,trailing,False,69.7,11.0,5.9,3.41,4.52,1.72,R3,R3,11.2,17,58.0,29.2
SKU-2292-LH,Важіль heavy_integral LH (R3),SKU-2292-RH,LH,heavy_integral,False,70.8,21.7,14.4,6.34,22.12,15.04,R3,R3,12.2,19,120.5,285.8
SKU-2292-RH,Важіль heavy_integral RH (R3),SKU-2292-LH,RH,heavy_integral,False,70.8,21.7,14.4,6.34,22.12,15.04,R3,R3,11.7,18,114.1,270.7
SKU-2293-LH,Важіль curved LH (R3),SKU-2293-RH,LH,curved,False,38.5,19.4,8.1,3.14,6.05,2.54,R3,R3,11.5,18,56.5,45.7
SKU-2293-RH,Важіль curved RH (R3),SKU-2293-LH,RH,curved,False,38.5,19.4,8.1,3.14,6.05,2.54,R3,R3,10.9,17,53.4,43.2
SKU-2294-LH,Важіль trailing LH (R3),SKU-2294-RH,LH,trailing,False,53.4,10.0,6.7,2.58,3.58,1.36,R3,R3,10.2,16,41.3,21.8
SKU-2294-RH,Важіль trailing RH (R3),SKU-2294-LH,RH,trailing,False,53.4,10.0,6.7,2.58,3.58,1.36,R3,R3,10.1,16,41.3,21.8
SKU-2295-LH,Важіль curved LH (R3),SKU-2295-RH,LH,curved,False,35.9,15.7,7.3,3.25,4.11,1.73,R3,R3,8.9,14,45.5,24.2
SKU-2295-RH,Важіль curved RH (R3),SKU-2295-LH,RH,curved,False,35.9,15.7,7.3,3.25,4.11,1.73,R3,R3,8.9,14,45.5,24.2
SKU-2296-LH,Важіль heavy_integral LH (R3),SKU-2296-RH,LH,heavy_integral,False,64.6,21.2,11.1,8.41,15.2,10.34,R3,R3,9.7,15,126.2,155.1
SKU-2296-RH,Важіль heavy_integral RH (R3),SKU-2296-LH,RH,heavy_integral,False,64.6,21.2,11.1,8.41,15.2,10.34,R3,R3,9.6,15,126.2,155.1
SKU-2297-LH,Важіль trailing LH (R3),SKU-2297-RH,LH,trailing,False,63.1,9.1,7.9,3.53,4.54,1.73,R3,R3,11.7,18,63.5,31.1
SKU-2297-RH,Важіль trailing RH (R3),SKU-2297-LH,RH,trailing,False,63.1,9.1,7.9,3.53,4.54,1.73,R3,R3,11.6,18,63.5,31.1
SKU-2298-LH,Важіль trailing LH (R3),SKU-2298-RH,LH,trailing,False,64.9,10.2,8.5,2.46,5.63,2.14,R3,R3,9.2,14,34.4,30.0
SKU-2298-RH,Важіль trailing RH (R3),SKU-2298-LH,RH,trailing,False,64.9,10.2,8.5,2.46,5.63,2.14,R3,R3,8.9,14,34.4,30.0
SKU-2299-LH,Важіль a_shaped LH (R3),SKU-2299-RH,LH,a_shaped,True,50.2,29.6,14.4,5.9,21.4,22.47,R3,R3,13.8,21,123.9,471.9
SKU-2299-RH,Важіль a_shaped RH (R3),SKU-2299-LH,RH,a_shaped,True,50.2,29.6,14.4,5.9,21.4,22.47,R3,R3,13.8,21,123.9,471.9
SKU-2300-LH,Важіль a_shaped LH (R3),SKU-2300-RH,LH,a_shaped,False,38.8,30.9,9.6,4.11,11.51,5.99,R3,R3,9.9,15,61.7,89.9
SKU-2300-RH,Важіль a_shaped RH (R3),SKU-2300-LH,RH,a_shaped,False,38.8,30.9,9.6,4.11,11.51,5.99,R3,R3,9.4,15,61.7,89.9
SKU-2301-LH,Важіль curved LH (R3),SKU-2301-RH,LH,curved,True,36.1,21.7,7.0,1.81,5.48,5.75,R3,R3,13.0,20,36.2,115.0
SKU-2301-RH,Важіль curved RH (R3),SKU-2301-LH,RH,curved,True,36.1,21.7,7.0,1.81,5.48,5.75,R3,R3,12.8,20,36.2,115.0
SKU-2302-LH,Важіль a_shaped LH (R3),SKU-2302-RH,LH,a_shaped,False,41.0,34.7,7.7,5.77,10.95,5.69,R3,R3,14.3,22,126.9,125.2
SKU-2302-RH,Важіль a_shaped RH (R3),SKU-2302-LH,RH,a_shaped,False,41.0,34.7,7.7,5.77,10.95,5.69,R3,R3,13.5,21,121.2,119.5
SKU-2303-LH,Важіль a_shaped LH (R3),SKU-2303-RH,LH,a_shaped,True,44.7,37.3,13.3,4.22,22.18,23.29,R3,R3,10.1,16,67.5,372.6
SKU-2303-RH,Важіль a_shaped RH (R3),SKU-2303-LH,RH,a_shaped,True,44.7,37.3,13.3,4.22,22.18,23.29,R3,R3,10.0,15,63.3,349.3
SKU-2304-LH,Важіль curved LH (R3),SKU-2304-RH,LH,curved,False,33.6,19.6,8.5,2.99,5.6,2.35,R3,R3,10.9,17,50.8,40.0
SKU-2304-RH,Важіль curved RH (R3),SKU-2304-LH,RH,curved,False,33.6,19.6,8.5,2.99,5.6,2.35,R3,R3,10.5,16,47.8,37.6
SKU-2305-LH,Важіль curved LH (R3),SKU-2305-RH,LH,curved,False,29.4,15.7,6.9,2.08,3.18,1.34,R3,R3,15.3,23,47.8,30.8
SKU-2305-RH,Важіль curved RH (R3),SKU-2305-LH,RH,curved,False,29.4,15.7,6.9,2.08,3.18,1.34,R3,R3,16.1,25,52.0,33.5
SKU-2306-LH,Важіль curved LH (R3),SKU-2306-RH,LH,curved,False,26.3,18.4,6.5,1.67,3.15,1.32,R3,R3,11.6,18,30.1,23.8
SKU-2306-RH,Важіль curved RH (R3),SKU-2306-LH,RH,curved,False,26.3,18.4,6.5,1.67,3.15,1.32,R3,R3,10.8,17,28.4,22.4
SKU-2307-LH,Важіль trailing LH (R3),SKU-2307-RH,LH,trailing,False,65.0,10.4,5.3,3.53,3.58,1.36,R3,R3,13.6,21,74.1,28.6
SKU-2307-RH,Важіль trailing RH (R3),SKU-2307-LH,RH,trailing,False,65.0,10.4,5.3,3.53,3.58,1.36,R3,R3,13.9,21,74.1,28.6
SKU-2308-LH,Важіль trailing LH (R3),SKU-2308-RH,LH,trailing,False,53.1,8.4,6.6,2.75,2.94,1.12,R3,R3,11.5,18,49.5,20.2
SKU-2308-RH,Важіль trailing RH (R3),SKU-2308-LH,RH,trailing,False,53.1,8.4,6.6,2.75,2.94,1.12,R3,R3,11.5,18,49.5,20.2
SKU-2309-LH,Важіль trailing LH (R3),SKU-2309-RH,LH,trailing,False,54.3,10.6,6.9,3.41,3.97,1.51,R3,R3,14.5,22,75.0,33.2
SKU-2309-RH,Важіль trailing RH (R3),SKU-2309-LH,RH,trailing,False,54.3,10.6,6.9,3.41,3.97,1.51,R3,R3,14.6,22,75.0,33.2
SKU-2310-LH,Важіль straight_link LH (R3),SKU-2310-RH,LH,straight_link,False,23.2,7.2,6.9,0.51,1.15,0.32,R3,R3,8.8,14,7.1,4.5
SKU-2310-RH,Важіль straight_link RH (R3),SKU-2310-LH,RH,straight_link,False,23.2,7.2,6.9,0.51,1.15,0.32,R3,R3,8.6,13,6.6,4.2
SKU-2311-LH,Важіль straight_link LH (R3),SKU-2311-RH,LH,straight_link,False,20.0,5.8,4.0,0.72,0.46,0.13,R3,R3,13.4,21,15.1,2.7
SKU-2311-RH,Важіль straight_link RH (R3),SKU-2311-LH,RH,straight_link,False,20.0,5.8,4.0,0.72,0.46,0.13,R3,R3,13.9,21,15.1,2.7
SKU-2312-LH,Важіль heavy_integral LH (R3),SKU-2312-RH,LH,heavy_integral,False,61.5,16.5,16.8,10.12,17.05,11.59,R3,R3,14.1,22,222.6,255.0
SKU-2312-RH,Важіль heavy_integral RH (R3),SKU-2312-LH,RH,heavy_integral,False,61.5,16.5,16.8,10.12,17.05,11.59,R3,R3,15.1,23,232.8,266.6
SKU-2313-LH,Важіль curved LH (R3),SKU-2313-RH,LH,curved,False,37.6,20.9,6.4,3.23,5.03,2.11,R3,R3,10.9,17,54.9,35.9
SKU-2313-RH,Важіль curved RH (R3),SKU-2313-LH,RH,curved,False,37.6,20.9,6.4,3.23,5.03,2.11,R3,R3,10.3,16,51.7,33.8
SKU-2314-LH,Важіль straight_link LH (R3),SKU-2314-RH,LH,straight_link,False,18.7,6.5,5.9,0.88,0.72,0.2,R3,R3,9.9,15,13.2,3.0
SKU-2314-RH,Важіль straight_link RH (R3),SKU-2314-LH,RH,straight_link,False,18.7,6.5,5.9,0.88,0.72,0.2,R3,R3,9.5,15,13.2,3.0
SKU-2315-LH,Важіль straight_link LH (R3),SKU-2315-RH,LH,straight_link,False,21.5,7.3,4.1,0.6,0.64,0.18,R3,R3,9.9,15,9.0,2.7
SKU-2315-RH,Важіль straight_link RH (R3),SKU-2315-LH,RH,straight_link,False,21.5,7.3,4.1,0.6,0.64,0.18,R3,R3,9.7,15,9.0,2.7
SKU-2316-LH,Важіль straight_link LH (R3),SKU-2316-RH,LH,straight_link,False,30.2,6.5,6.0,0.49,1.18,0.33,R3,R3,13.2,20,9.8,6.6
SKU-2316-RH,Важіль straight_link RH (R3),SKU-2316-LH,RH,straight_link,False,30.2,6.5,6.0,0.49,1.18,0.33,R3,R3,13.9,21,10.3,6.9
SKU-2317-LH,Важіль a_shaped LH (R3),SKU-2317-RH,LH,a_shaped,False,42.7,31.6,13.9,4.0,18.76,9.76,R3,R3,12.2,19,76.0,185.4
SKU-2317-RH,Важіль a_shaped RH (R3),SKU-2317-LH,RH,a_shaped,False,42.7,31.6,13.9,4.0,18.76,9.76,R3,R3,12.7,20,80.0,195.2
SKU-2318-LH,Важіль straight_link LH (R3),SKU-2318-RH,LH,straight_link,False,24.1,5.7,7.2,0.92,0.99,0.28,R3,R3,12.0,18,16.6,5.0
SKU-2318-RH,Важіль straight_link RH (R3),SKU-2318-LH,RH,straight_link,False,24.1,5.7,7.2,0.92,0.99,0.28,R3,R3,12.1,19,17.5,5.3
SKU-2319-LH,Важіль a_shaped LH (R3),SKU-2319-RH,LH,a_shaped,False,49.1,33.0,7.6,6.12,12.31,6.4,R3,R3,10.7,17,104.0,108.8
SKU-2319-RH,Важіль a_shaped RH (R3),SKU-2319-LH,RH,a_shaped,False,49.1,33.0,7.6,6.12,12.31,6.4,R3,R3,11.1,17,104.0,108.8
SKU-2320-LH,Важіль a_shaped LH (R3),SKU-2320-RH,LH,a_shaped,False,50.2,41.3,13.9,3.61,28.82,14.99,R3,R3,11.3,17,61.4,254.8
SKU-2320-RH,Важіль a_shaped RH (R3),SKU-2320-LH,RH,a_shaped,False,50.2,41.3,13.9,3.61,28.82,14.99,R3,R3,10.9,17,61.4,254.8
SKU-2321-LH,Важіль a_shaped LH (R3),SKU-2321-RH,LH,a_shaped,False,45.7,31.8,14.2,5.21,20.64,10.73,R3,R3,12.2,19,99.0,203.9
SKU-2321-RH,Важіль a_shaped RH (R3),SKU-2321-LH,RH,a_shaped,False,45.7,31.8,14.2,5.21,20.64,10.73,R3,R3,11.7,18,93.8,193.1
SKU-2322-LH,Важіль straight_link LH (R3),SKU-2322-RH,LH,straight_link,False,25.2,6.8,6.7,1.19,1.15,0.32,R3,R3,13.4,21,25.0,6.7
SKU-2322-RH,Важіль straight_link RH (R3),SKU-2322-LH,RH,straight_link,False,25.2,6.8,6.7,1.19,1.15,0.32,R3,R3,14.1,22,26.2,7.0
SKU-2323-LH,Важіль trailing LH (R3),SKU-2323-RH,LH,trailing,False,57.0,6.7,8.9,3.92,3.4,1.29,R3,R3,15.6,24,94.1,31.0
SKU-2323-RH,Важіль trailing RH (R3),SKU-2323-LH,RH,trailing,False,57.0,6.7,8.9,3.92,3.4,1.29,R3,R3,15.2,23,90.2,29.7
